HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
HUNDRED,2407.25,2407.45 
